label,review,translated_review
1,"前台服务员很热情,由于工作关系,本人清晨5:00离开酒店时,酒店给客人准备了早点心,让客人感到十分温馨和体贴.","The front desk waiter was very enthusiastic. Due to the work relationship, when I left the hotel at 5:00 in the morning, the hotel prepared a morning snack for the guests to make the guests feel very warm and considerate."
1,"房间干净舒服,空气流动也很好。没有不良气味...由于处于闹市区,交通比较方便，但同时也有点嘈杂...","The room is clean and comfortable, and the air flow is also very good.There is no bad odor ... Because in the downtown area, transportation is more convenient, but it is also a bit noisy ..."
1,这个酒店真不错，房间超大，卫浴设施很干净，窗子很大阳光充足。美中不足，餐厅不敢恭维。但服务人员态度超好，本人在住店期间身体不适得到了家人一般的照顾，感激得很！强力推荐！,"This hotel is really good, the room is large, the bathroom facilities are clean, and the window is large.Insufficient in the United States and China, the restaurant dare not compliment.However, the attitude of the service staff is very good. During my stay in the store, I was taken care of by my family discomfort. I was very grateful!Highly recommended!"
1,"不错的地方,性价比较高,有机会还会住,呵呵.","A good place, the cost is relatively high, and you can live if you have a chance, haha."
1,来武汉出差很多次了，这次经朋友介绍，住在海怡锦江大酒店。外表看来的确一般，但住进去后，感觉还不错，小巧精致。首先地理位置好，隔壁就是省政府，早晚出门就可在洪山广场散步，交通非常方便，闹中取静，朋友说这里属于武昌的中心地段。特别喜欢房间里的数字电视还能上网，书桌上还也配了液晶显示屏电脑，网速是我曾经住过的酒店最快的，且不收费，这是让我最满意的。楼下有位朋友说，卫生间太小，其实只是淋浴间不是太大，我这近1.80的个子也还行啊，哈哈。不过我还不喜欢浴缸呢，总让人不放心。携程价格嘛也还行，我在网上比较过，和周边酒店相比还是物有所值的，员工服务素质还行，有机会还会住这里的。酒店的机场大巴经询问大堂经理说，是由于机场大巴路线调整，机场单方面临时取消，酒店方还在努力。但愿酒店努力成功，这样就更方便了。只是房间的地毯有些陈旧，服务员说，酒店马上就要更换了。,"I have come to Wuhan many times. This time I was introduced by a friend and lived in the Haiyi Jinjiang Hotel.It seems that the appearance is really average, but after living in, it feels good, small and exquisite.First of all, the geographical location is good. The next door is the provincial government. When you go out sooner or later, you can take a walk in Hongshan Plaza. The transportation is very convenient. It is quiet in trouble. Friends say that it belongs to the central part of Wuchang.I especially like digital TVs in the room. I can also access the Internet. The desk is also equipped with a LCD display computer. The speed of the network is the fastest in the hotel I have lived in, and it is not charged. This is the most satisfactory to me.A friend downstairs said that the bathroom was too small, but it was not too big in the shower room. My nearly 1.80 man was okay, haha.But I don't like the bathtub yet, it is always uneasy.The price of Ctrip is okay. I have compared it online. Compared with the surrounding hotels, it is still worthwhile. The quality of employees is okay, and I will live here.The hotel's airport bus was inquired about the lobby manager said that due to the adjustment of the airport bus route, the airport unilaterally canceled, and the hotel side was still working hard.I hope the hotel is successful, which is more convenient.It was only a lot of old carpets in the room. The waiter said that the hotel was about to replace it soon."
1,酒店的接待人员还是很热情，就是餐厅的餐太难吃，服务很好，知道我们要一早去酒泉，餐厅还在没开餐前给我们打了包，很感谢！就是明明在那里住了2天，而且第二天还加开了一间房。可是只反映了一天一间，害的携程的工作人员都打了N次电话核对，真是以小是大！心中对这家酒店的感觉一下就十分不好。不要住临街的，窗玻璃不隔音。,"The hotel's reception staff is still very enthusiastic, that is, the meal of the restaurant is too unpalatable and the service is very good. Knowing that we have to go to Jiuquan in the morning, the restaurant has packed us before the meal. Thank you very much!It was obviously living there for 2 days, and a room was added the next day.But only one day, the staff of the harmed Ctrip have made N times to check the phone, which is really small!The feeling of this hotel is very bad.Don't live on the street, window glass is not sounded."
0,地址错误环境糟糕服务不到位有点上当的感觉,The address is wrong.
1,本次此次入住非常愉快，我住的是标准间，房间设施完善条件不错，尤其是酒店的环境非常非常的好，呵呵住在这里很惬意，前台服务态度也很好，早晨的自助餐也不错。只是入住时没有人帮我拿行李，自己提着很重的行李上4楼郁闷。提醒大家的是他的阳光间只是在天棚上有个小窗户，四周是没有窗户的。再者酒店位置一般，不过离都江堰的秦岳楼和二王庙很近：）价位前台标价是580元而且不打折，携程348元的价格还是比较有竞争力的。总之下次入住还会选择这里的。,"This time I stayed very happy. I lived in the standard room. The improvement of the room facilities was good, especially the hotel's environment was very, very good, it was very comfortable to live here, the front desk service attitude was also very good, the morning buffets were also good.EssenceIt was just that no one helped me get my luggage during the check -in. I was depressed on the fourth floor with a heavy luggage on my own.Remind everyone that his sunshine room only had a small window on the ceiling, and there were no windows around.Furthermore, the hotel location is average, but it is very close to Qin Yuelou and Erwang Temple from Dujiangyan :) The price at the front desk is 580 yuan and does not discount. The price of Ctrip 348 yuan is still more competitive.In short, I will choose here the next time."
1,1、第一次入住这个酒店感觉很好，房间的设施高级，很温馨，酒店的客房服务很细致，无意中与服务员提到房间的空调声响，下午回到酒店就得到了解决。2、酒店的中西式自助早餐丰盛，而且质量不错，特别是当地特产的云耳、笋等天然绿色食品很棒。3、酒店在交通上非常便捷，离机场只有7公里，到旅游景点仅20分车程，而且酒店有安排免费接机服务，司机李师傅很有礼貌，热情周到。4、特别值得一赞的是酒店的客房有免费提供拨打国内长途电话、水果、免费品武夷山岩茶等超值服务，总之相比武夷山其它同级酒店性价比高，非常值得给大家推荐。5、武夷山之旅非常愉悦！补充点评2007年11月2日：非常好的酒店，房间舒适，服务好。中西自助早餐也很丰富，还有免费水果及茶艺棋牌室消费券。白天游山玩水，晚上活动也很丰富。总之一个字“好”。下次去武夷山再选择住海晟酒店。,"1. The first time I was in this hotel, I felt very good. The room's facilities were high -level and very warm. The hotel's room service was very detailed. I accidentally mentioned the sound of the room in the room with the waiter. After returning to the hotel in the afternoon, it was resolved.2. The hotel's Chinese and Western buffet breakfast is rich in quality, and the quality is good, especially the natural green foods such as cloud ears and bamboo shoots of local specialties.3. The hotel is very convenient in transportation. It is only 7 kilometers away from the airport. It is only 20 points at the tourist attraction. The hotel has a free pick -up service. The driver Master Li is very polite and warm and thoughtful.4. It is particularly worthy of praise that the hotel rooms are free to provide value services such as calling domestic long -distance calls, fruits, free products Wuyishan Rock Tea. In short, compared with the high cost -effectiveness of other hotels in Wuyi Shan, it is worth recommending to everyone.5. The trip to Wuyishan is very happy!Supplementary reviews November 2, 2007: Very good hotel, comfortable room and good service.Chinese and Western buffet breakfast is also very rich, as well as free fruits and tea and chess and chess room consumer coupons.Touring mountains and water during the day is also rich in activities at night.In short, the word is ""good"".Next time I go to Wuyi Mountain and choose to stay in Haisheng Hotel."
1,"景观不错,早晨醒来在床上就能看到蓝天白云,脚下是缓缓流过的江水,感觉确实不错.补充点评2007年9月13日：距离汽车站不算远,但走路过去也不算近.酒店附近没什么吃的.","The landscape is good. You can see the blue sky and white clouds in the bed when you wake up in the morning. Under the foot is the slow flowing river, it feels good. Supplementary reviews on September 13, 2007: Not far from the bus station, but it is not considered walking in the past.Near. There is nothing to eat near the hotel."
1,地理环境不错，购物吃饭都方便，就是房间隔音效果不好,"The geographical environment is good, shopping and eating are convenient, that is, the room sound insulation is not good"
0,特价房间根本没有窗户，空气十分差，房间设施也十分差，是原来饭馆包房改造的，预定时，携程根本没有对此情况进行告知，十分气愤！！！！,"There are no windows at all in the special room, the air is very poor, and the room facilities are very poor. It was transformed by the original restaurant's private room. When it was scheduled, Ctrip did not inform this situation at all, and was very angry!IntersectionIntersectionIntersection"
0,我要强烈投诉，携程的接线小姐电话里说，这间酒店客人反应很好，我们才入住。谁知道入住，这里的条件如此恶劣，建议大家不要入住这家酒店。,"I want to complain strongly. The Ctrip's wiring lady said on the phone that the hotel guests responded very well and we moved in.Who knows to stay, the conditions here are so bad, it is recommended that you do not stay in this hotel."
1,作为老的四星酒店，房间依然很整洁，相当不错。机场接机服务很好，可以在车上办理入住手续，节省时间。,"As the old four -star hotel, the room is still clean and pretty good.The airport pick -up service is very good. You can check in on the car and save time."
1,"房间还算干净整洁,服务也可以,以这个价格来说,不错了,建议大家要定有窗户的房间,但是餐厅不够好,有一次吃的蘑菇是酸的,附近没有超市,不太方便,买水果都要走很远,","The room is quite clean and tidy, and the service is also available. At this price, it is good. It is recommended that you have a window with a window, but the restaurant is not good enough. Once the mushrooms you eat are sour, there is no supermarket nearby. It is not convenient. It is not very convenient.You have to go far to buy fruits,"
0,"真是可笑,入住该酒店结帐时要多付一袋开心果的费用,他们点不清自己的物品数量,出了差错,埋单的竟是消费者.请问各位:这样的地方你们敢去吗?我选择坚决不再去.如果要我给该酒店评分,我给它0分,他们的服务给客户的好感全被结帐时愚蠢的举动所抹杀.补充点评2008年4月15日：建议大家到日照时选择其他酒店,祝大家在日照开心.","It's ridiculous. When checking in the hotel, pay a bag of pistachios. They can't order their own amount of items. When they make mistakes, they are consumers who pay the bill. May I ask you: Do you dare to go like this?I chose to be resolutely no longer. If I asked me to score the hotel, I gave it 0 points, and their service to the customer was completely wiped out by the stupid move when the checkout.Choose other hotels when you go to sunshine, I wish you all a happy Rizhao."
1,这个酒店是当地最好的了，就是这样一个中小城市酒店价格不便宜，三种价格的房间其实区别不大，最便宜的就是没有地毯，木板的，最贵的只是送了两包咖啡，晚上偶尔有送花，所以自己来玩的可以住最便宜的。这个城市也就是这个酒店了。,"This hotel is the best local area. This is such a small and medium -sized city hotel price is not cheap. In fact, the three -type rooms are not very different. The cheapest is no carpet, wooden board, the most expensive is to send two packs of coffee. At nightOccasionally there are flowers, so you can play the cheapest one by yourself.This city is the hotel."
1,外观看上去像布达拉宫，里面设施一般，有点老，单纯从房间上看也就是招待所水平；但是所有人员的服务态度都很好，尤其是大堂经理（还是商务部经理？），一个济南的小伙子，态度特别好，服务非常周到，给我们在淄博的游玩出了很多好主意，非常感谢！晚上去了10楼的卡拉OK，就我和男朋友两个人，服务员还是非常周到热情，音响效果也很好，感觉十分超值（每个人才38元消费呢）！,"The appearance looks like the Potala Palace, which is a bit old, a bit old, and simply from the room, which is the level of the hostel;The guy, the attitude is particularly good, and the service is very thoughtful. He has given us a lot of good ideas in Zibo. Thank you very much!I went to the karaoke on the 10th floor in the evening. I and my boyfriend were two. The waiter was very thoughtful and enthusiastic. The sound effect was also very good. It felt very good (38 yuan per talent)!"
0,什么破4星，热水要10分钟后才来。没有中央空调。宾馆反馈2008年3月26日：没有中央空调，信息不实。热水可能白天客人洗澡的较少，管道内有一些冷水需要放净，此类事情在哪家酒店都会出现，请客人谅解！,"What breaks 4 stars, it takes 10 minutes of hot water.There is no central air conditioner.Hotel feedback on March 26, 2008: There is no central air conditioner, and the information is not true.Hot water may have fewer guests during the day. There are some cold water in the pipelines that need to be cleaned. Which hotels such things will appear, please forgive me!"
1,听说金仕顿已经是4星级了，感觉和3星没什么区别，最不能忍受的是上网问题，普通的标准间竟然还是电话线拨号上网，而且奇贵无比，只好多花点银子住了商务房，如果不是来交通厅办事，打死不会住这里，福州其他以前感觉不错的4星宾馆现在都升5星了，看来福州宾馆的水平在全国来讲算偏低水平了。还要提醒酒店的是，早餐自助餐的花样太少，每每转几圈竟然不知要吃什么。,"I heard that Kim Shidon is already a 4 -star. It feels no different from 3 stars. The most unbearable problem is the Internet. The ordinary standard room is dial -up to the Internet.Commercial housing, if it wasn't for the traffic department to do business, would not live here. The 4 -star hotels in Fuzhou who felt good before now have been rising 5 stars. It seems that the level of Fuzhou Hotel is low in the country.It is also reminded that the hotel is too small for breakfast buffets, and I do n’t know what to eat every few laps."
1,"是泉州最好的,施,地,配套符合星,所以相符",It is the best in Quanzhou.
0,"酒店比较陈旧,房间也不大,有股味道.早餐一般.房价也不便宜!总之很一般.","The hotel is relatively old, the room is not large, and it has a taste. Breakfast is average. House prices are not cheap! In short, it is very average."
1,还算是不错的酒店，虽然陈旧了一些，看浦江二岸的风景也不能算全面，因为住的17楼，楼层不够高，前面正好有海鸥饭店挡着，可能得23以上才能看得全，但是起码外滩看得很全面，从外白渡桥到一直可以看到金陵路外滩方向，很美，酒店很是安静，真正的闹中取静，不错，适合度假，有家的感觉，设备因为有年代了，陈旧也是在所难免，可是房间很大，有书房，客厅，厨房，很不错的，下次要看上海最美的外滩还会来住。,"It is a good hotel. Although it is old, it is not comprehensive to see the scenery on the two banks of Pujiang, because the 17th floor where the floor is not high enough, there is exactly the seagull hotel in front, it may be more than 23 or more, but it can only be seen, but it can only be seen, butAt least the Bund is very comprehensive. From the Baidu Bridge to the direction of Jinling Road, it can be seen. It is beautiful. The hotel is very quiet.It is inevitable that Chen Chen is also unavoidable, but the room is large, there are study, living room, kitchen, very good. Next time, you will live in Shanghai's most beautiful Bund."
0,酒店环境还不错，装修也很好。早餐不怎么样，价格偏高。,"The hotel environment is not bad, and the decoration is also very good.Breakfast is not good, the price is high."
1,非常的好，宾馆里面太漂亮了，服务态度也非常好，床单很干净，去同里一定要住这里。只是美中不足的房间里的地毯陈年痕迹显得太脏了，建议能更换成地板显得干净也好打扫,"Very good, the hotel is too beautiful, the service attitude is very good, the sheets are very clean, you must live here in Tongli.But the carpet in the lack of beautiful rooms looks too dirty. It is recommended to replace the floor and look clean or clean."
0,"1.订的是海景房,但看到最多的还是正对面的正在施工的高楼,所谓的海景就是旁边的那点缝隙.2.大堂和电梯的装修味非常浓列,还好房间的气味还能忍受,不然的话,力马就得换酒店了.3.最令人气愤的是,由于带着不满两岁的孩子,难免把床单弄脏了些,竟然让我们付100大元的洗衣费,买条新的也应该差不多了吧,由于交了押金,也只能任人宰割了.我们马上换到了泛海名人,总算住上了真正的海景房,靠在窗头就能看到大海,白帆,栈桥,小青岛","1. The sea view room is booked, but the most seeing the high -rise building on the opposite side is the most likely.To bear it, otherwise, Lima has to change the hotel .3. The most angry thing is that because of the children under two years old, the sheet sheets will inevitably get a bit of the sheets.It should be almost the same on buying a new one. Since the deposit is paid, we can only be slaughtered. We immediately changed to celebrities of the Oceanwide. Finally, we lived in a real sea view room., Bai Fan, Trestle Bridge, Xiaoqingdao"
1,房间很干净，酒店的服务质量相比其它酒店更有特色，对前台人员印象很深，尤其是客服人员小秦，让人如沐春风。在此向各位会员推荐木棉花酒店。宾馆反馈2008年8月15日：非常感谢你的推荐，相信有了你的支持和认可我们的工作会做的更好！！！！期待您的下次光临！！,"The room is very clean. The service quality of the hotel is more distinctive than other hotels. It is very impressed with the front desk staff, especially the customer service staff Xiao Qin, which makes people like spring breeze.Here I recommend kapok hotels to members.Hotel feedback on August 15, 2008: Thank you very much for your recommendation. I believe that with your support and recognition of our work, we will do better!IntersectionIntersectionIntersectionLooking forward to your next visit!Intersection"
0,"KTV在25楼,整个晚上房间都在震根本就休息不好,上网居然还要接电话线拨号.这个酒店实在太差了","KTV is on the 25th floor, and the room is not well rest at all over the evening. I actually have to connect the phone line to dial. This hotel is too bad."
0,下次绝对不住！设施简陋，隔音差不说给了间公共洗手间旁边的房间，半夜饱受巨大的水管噪音折磨早上找他们干涉，个个装傻，推说值班经理不在，未果严重鄙视他们对客户不负责任的行为！补充点评2008年1月2日：忘了说一下，住的是336的酒店标准间,"I will never stop next time!The facilities are rude, and the sound insulation is not said to the room next to the public toilet. In the middle of the night, the huge water pipe noise tortured in the morning to find them to interfere in the morning. They all pretended to be stupid.Behavior!Supplementary comment on January 2, 2008: Forgot to talk about it, I live in the hotel standard room of 336"
1,我住的标准大床房，对广东大厦的印象是：优点：周围环境好；大厦的整体感觉不错；房间面积可以；房间装饰温馨；热水量大沐浴爽；电梯顺畅；接待的靓姐阿妹热情。,The standard large bed room I live in the impression of the Guangdong Building is: advantages: good surrounding environment; the overall environment of the building feels good; the room area is available; the room decoration is warm; the heat water is large; the elevator is smooth;Sister enthusiasm.
1,订的是豪华房，但是还真的挺小的。服务还可以，要求晚点退房同意的，酒店也有班车往返市中心。其实地理位置挺靠近铜锣湾地铁站的。就是后边的一片坟场，如果有忌讳就要注意了。,"The luxury room is booked, but it is really small.The service is also okay. If you ask for a check -up at a later time, the hotel also has a shuttle bus to and from the city center.In fact, the geographical location is very close to the Causeway Bay subway station.It is a cemetery behind. If you have taboos, you must pay attention."
0,令人失望的酒店。1.进入大厅，就是一股酒味，餐厅和大堂的隔离做的不好。2.电梯速度很慢，且小。不过四部电梯的配置，使等候时间缩短。3.房间设施简陋且地毯和卫生间非常肮脏，令人对整个房间的卫生程度产生怀疑。而我入住的那个房间，居然还有几个飞蛾在不停的飞，费了一番周折扑杀后才能入睡。床铺舒适度如果是经济型酒店，无可非议，但是作为四星级的酒店，是不合格的。4.入住第二天是台商会，不知那些台商住后有什么感想。而且我被告知，如果在续住，价格会涨到550。5.唯一值得肯定的是地理位置不错，风筝广场斜对面。推荐一家买风筝的，出酒店向右沿胜利东街走到大桥不到，有一家杨家埠风筝店，东西不错，也不宰客。比鸢飞斜对面的要便宜一半。,"Disappropriate hotels.1. Entering the hall is a taste of wine. The isolation of the restaurant and the lobby is not good.2. The elevator speed is very slow and small.However, the configuration of the four elevators shorten the waiting time.3. The room facilities are simple and the carpets and bathrooms are very dirty, which makes people doubt the sanitation of the entire room.And the room I stayed in, there were still a few moths flying, and it took a lot of money to fall asleep before I could fall asleep.If the bed comfort is an economical hotel, there is no advice, but as a four -star hotel, it is unqualified.4. The second day of the stay is the Taiwanese Chamber of Commerce. I do n’t know what the Taiwanese businessmen feel after the residence of Taiwanese businessmen.And I was informed that if it was renewed, the price would rise to 550.5. The only thing that deserves to be sure is that the geographical location is good and the kite square is obliquely.Recommend a kite to buy a kite, go out of the hotel to the right side of Shengli East Street to the bridge. There is a Yangjiabu kite shop.It is half cheaper than the opposite kite."
1,因为之前住过这里，房间非常非常大，所以这次又选择了这边，但是却有点失望，房间明显小很多，旧很多，厕所有很重的下水道味道，这个价钱就不值了．,"Because I have lived here before, the room is very large, so I chose this side this time, but I was a little disappointed. The room was obviously small. It was much old."
0,"敬告各位,再不要去这住了,晚上11点就关空调,上网一会有信号一会没有.早饭一般般,价格还不低,是我定过最差的宾馆补充点评2008年8月3日：最多两星,也就是过去的招待所","Target you, don't go here to live, turn off the air conditioner at 11 pm, there will be signals for a while on the Internet. The breakfast is normal, and the price is not low.Day: Most two stars, that is, the past guest house"
0,本人是在春节后2月27号入住的，该酒店很差；说是四星级，可是服务完全没有到位。我共住了五天；三天服务员进房间就是叠被子和补一次性酒店用品；地上都没有清洁过；我第一天掉的小纸屑到第三天连躺的位置都没换过；真可笑！晚上很吵，开门声音很响；实在很差；建议大家都不要去住了。,"I stayed on February 27th after the Spring Festival, and the hotel was poor; it was a four -star level, but the service was not in place.I lived in a total of five days; the three -day waiter entered the room to stack the quilt and supplement disposable hotel supplies; the ground was not cleaned on the ground; the small paper chips I dropped on the first day did not even change the position on the third day;So ridiculous!It is noisy at night, and the sound of opening the door is very loud; it is really bad; it is recommended that everyone do not live."
0,单人房紧邻锅炉房有点吵，房间里也没有桌子，，空间很狭隘，总之一般,"The single room is a bit noisy next to the boiler room, and there is no table in the room. The space is very narrow."
1,郴州第一的酒店。可惜离市区太远了，办事非常不方便。酒店的硬件相当不错，但服务员缺乏培训，对于入住和离店的手续办理速度过慢。酒店的华天食街相当方便。,"Luzhou No. 1 Hotel.Unfortunately, it is too far from the urban area, and it is very inconvenient to do things.The hotel's hardware is quite good, but the waiter lacks training, and the speed of checking in and departure is too fast.The hotel's Huatian Food Street is quite convenient."
1,宾馆大门显得很时尚，大厅很有个性，房间也保持一样的风格，绿色木纹和砖石墙面，简单不失个性，很像快捷酒店。就价位来说很值得。,"The door of the hotel looks very fashionable, the hall is very personal, and the room remains the same style. Green wood grain and masonry walls are simple and simple, and they are very similar to the fast hotel.It is worth the price."
1,酒店还比较理想，但是到餐厅就餐不太方便，如果从停车场至大堂有引导标识、客房的灯光亮一些、服务员的服务意识再强一些，可能会更好。可能是水质问题，毛巾显得乌涂涂的，不够白。,"The hotel is also ideal, but it is not convenient to eat at the restaurant. If there are guided signs from the parking lot to the lobby, the lights of the guest rooms are bright, and the serviceman's awareness of service may be better.It may be the problem of water quality. The towel looks black and not white."
1,首先，交通相对来说，非常便利，从quarrybay地铁站的c出口到酒店不超过5分钟。酒店斜对面是有轨电车，也非常方便。房间总体不错，以前印象中香港酒店的差印象有所改善。Roomservice也还可以。性价比不错，值得推荐。,"First of all, transportation is relatively convenient. It does not exceed 5 minutes from C at the Quarrybay subway station to the hotel.The hotel obliquely is a tram, which is also very convenient.The room is generally good. In the past, the poor impression of Hong Kong hotels improved.RoomService is also okay.The price / performance ratio is good, it is worth recommending."
1,我北京朋友掉了一根照相机线，但是人已经到金华，打电话到宾馆，服务人员非常敬业和负责，找到后快递到北京，在这里说声谢谢！,"My Beijing friend dropped a camera line, but people had arrived at Jinhua and called the hotel. The service staff was very dedicated and responsible."
1,"房间有免费宽带,速度很快.酒店离将军行署很近.想去参观时间又短的人可以选择这里.","There are free broadband in the room, and the speed is fast. The hotel is very close to the General Office of the General Office. Those who want to visit the short time can choose here."
1,房间很干净，设施还行，家具稍微有些旧。商务间的楼层前台不错，不过清洁工很一般，住的时间比较长，好几次都没有放新拖鞋。不过4星里他家的价位算是比较低的了。,"The room is very clean, the facilities are okay, and the furniture is slightly old.The front desk of the business room is good, but the cleaner is very average, and the time to live is relatively long. I have not put new slippers several times.However, the price of his family in 4 stars is relatively low."
1,"酒店的环境,早餐还可以。环境也比较安静，工作人员的服务意识也一流。只是酒店附近的餐饮点比较少。可供选择的不多。在酒店就餐不知为啥当时吃饭的人不多但上菜特慢。总体来说还是会继续入住该酒店。","The environment of the hotel, breakfast is okay.The environment is also relatively quiet, and the staff's awareness of service is first -rate.It's just that there are fewer catering points near the hotel.There are not many choices.I do n’t know why I did n’t eat at the hotel at the time, but there were not many people eating at the time, but the food was slow.Overall, I will continue to stay in the hotel."
0,"酒店有餐厅但只提供早餐,没有午饭和晚饭,要跑到酒店外面自己找饭店去吃,非常不方便.",There are restaurants in the hotel but only breakfast. There is no lunch and dinner. It is very inconvenient to run outside the hotel to find a restaurant to eat. It is very inconvenient.
0,"重来没碰到过态度如此之恶劣的前台.星期五晚上我们预定了4间房间,但因临时需增加1间,我们询问前台一位男服务员,他回答我们有1间,但是价格必须按散客价格460入住,我们说我们能按携程再定吗?就算个团队,但是前台告诉我们携程已经不能预定,我们问为什么,这个前台服务员居然不理睬我们,眼睛也不抬起来看我们一眼的说不行,是按规定的.而且自顾自操作我们前面预定的4间,不管我们问了几遍,照样眼睛也不抬起来看我们一眼.(而且从史自终脸一直板着,向欠他钱样的).最后惹火了我们其中几人后居然回答没有房间了,我们退而求其次问加床可以吗,居然说不可以(还没碰到宾馆不能加床的),最后只能大家挤挤住了.如此素质的人怎么能担任前台工作.后面的心情自然不言而喻.而且价格也不便宜,就是普通经济型的旅店,又没什么特色,价格比上海同等还高.要不是预定晚,别的宾馆没房间了,根本不会选择这家.补充点评2007年10月21日：另外这个酒店的配套设施简直差到极点,棋牌室居然是3个桌子放在很小的一间房间里面.而且自动麻将桌只有1个,其它设施为零,什么也没有,至于服务态度,酒店解释前台是新来的,但就是传统意义上的招待所也比他强很多!","I have not encountered the front desk with such a bad attitude. On Friday night, we scheduled 4 rooms, but because of the temporary need to add one room, we asked a male waiter in the front desk.The guest price is 460, and we said that we can set it according to Ctrip? Even if a team, the front desk tells us that Ctrip can no longer book. We ask why the front desk waiter ignores us, and we don't raise our eyes to look at us and say it.No, it is according to the regulations. And take care of the four we scheduled before, whether we asked a few times, the eyes do not lift it to see us. (And from the end of Shi Zi, I have been on the face, and I owe him.Qian -like). Finally, after getting angry, several of us actually answered that there was no room. We retired and asked if I could add beds. I said it was not possible.Everyone is squeezing. How can such a quality person work at the front desk. The mood behind it is naturally self -evident. And the price is not cheap, it is a general economy hotel, and there is no special feature. The price is higher than Shanghai.It's not that it is late, there are no rooms in other hotels, and you will not choose this house at all. Supplementary comment on October 21, 2007: In addition, the supporting facilities of this hotel are almost the extreme.In a room. And there is only one automatic mahjong table, and other facilities are zero. There is nothing. As for the service attitude, the hotel explains the front desk is new, but it is a much stronger guest house in the traditional sense than him!"
1,地点还凑合，离十字路口也就一个街区。房间比较陈旧，老式，唯一的亮点就是卫浴设备。最大的不满就是在入住的3天里光我在店的时间就停电3次，令人失望。补充点评2008年3月3日：对了，酒店提供的免费送到车站的服务十分贴心，还是比较满意的。不过这个价格在椒江还是高了，后来又去了一次住的园丁商务酒店就实惠很多。,"The location is also made up, and there is a block at the crossroads.The room is relatively old, old -fashioned, and the only highlight is bathroom equipment.The biggest dissatisfaction was that I had stopped power at 3 days in the store, which was disappointing.Supplementary comment on March 3, 2008: By the way, the free service provided by the hotel to the station is very intimate and more satisfactory.However, this price was still high in Jiaojiang. Later, the gardener business hotel where I lived again was much affordable."
1,"酒店是国航酒店,入住可以累计国航里程.这点比较好.早晨种类很多,推荐入住","The hotel is the Air China Hotel, which can cumulative Air China mileage in check -in. This is better. There are many types in the morning, and it is recommended to check in"
1,1、上网速度不错，很流畅2、早餐品种太少，但是有现煮的面条、米线等，还可以，油条非常难吃3、没有送水果4、床很大很舒服,"1. The Internet speed is good, very smooth 2. There are too few breakfast varieties, but there are currently cooked noodles, rice noodles, etc. Okay, the fritters are very unpalatable. 3. No fruit is given. 4. The bed is very large and comfortable."
1,总体感觉还不错，前台服务很好，酒店里面床单更换是有选择的，一张单子你放正面就换床单，另外一面就不换，其他设施都还不错啦，能够想到的工具都有的，感觉冰箱好像小了点儿，而且装上酒店那些饮料之后自己要放东西就没多大空间了，希望有改进啦。还有就是酒店正面是黑牛城道，会比较吵，反面比较安静总体来说还算不错！,"Overall feels good. The front desk service is very good. The sheets in the hotel are available. If you put a list, you can change the sheets on the front.I feel that the refrigerator seems to be a little small, and there is no room for putting things on the hotel to put things on the hotel. I hope there is improvement.There is also the front of the hotel is Black Niucheng Road. It will be more noisy."
1,我们是2007年7月7日入住的。五一参加了“亲亲家庭总动员”自驾游入住两晚送一晚的活动。所以这次入住用的是免费住房券。入住时要交200元押金，我要求用信用卡支付，前台服务人员告知我如果无任何消费，预授权要两至三周才能取消。我觉得很奇怪，我在其它酒店也曾试过无任何消费，第二天刷卡授权取消（房费已提前在网上支付了）。前台服务人员一直要我付现金，在我的再三坚持下很不情愿才刷卡的（感觉很不爽），并一再强调酒店的刷卡机如果当天的预授权，当天取消就可以，（这不是废话吗，我总不能当天入住当天就退房吧）要不就得等酒店财务部门两三周后通知银行才能取消授权。我想该不会是银行的系统问题吧，我在别的酒店还从来没有碰到这种问题。希望你们尽快与银行方面协调解决这个问题。截至目前为止，我那200元预授权还没有被取消。,"We stayed on July 7, 2007.May 1st participated in the ""Kiss Family Story"" to travel for two nights for two nights.So this time you use free housing vouchers.I have to pay a deposit of 200 yuan when I check in. I ask for a credit card to pay. The front desk service staff told me that if there is no consumption, it takes two to three weeks to be canceled.I find it strange that I have tried no consumption in other hotels, and the card authorization is canceled the next day (the housing fee has been paid online in advance).The service staff at the front desk has always asked me to pay cash. Under my repeated persistence, I was reluctant to swipe the card (I felt uncomfortable), and repeatedly emphasized that the hotel's credit card machine would be canceled on the same day. (Isn't this nonsense?I can't check out on the day of staying on the same day.) Don't wait for the hotel financial department to notify the bank to cancel the authorization after two or three weeks.I think it should not be a bank's system problem. I never encountered such a problem in other hotels.I hope you will coordinate this problem with banks as soon as possible.So far, the pre -authorization of my 200 yuan has not been canceled."
0,"对该酒店不是很满意.预定入住2天.结果入住当日查询无客人姓名.通过协成沟通没问题了以后..再CHECKOUT那天收到协程短信说预定只为一天,另一天客人已退房,这完全是该酒店对协程的欺骗.很没好感.","I am not very satisfied with the hotel. State for 2 days. As a result, check the name without guests on the day of check -in. After the communication is okay, there is no problem .. CHECKOUT received a text message that day and said that it was scheduled to be just one day. On the other day, the guests had left the house.This is completely the hotel's deception of the coroutine. I don't like it."
0,招待所而已吧，唯一可取之处就是交通还行，三环边上。,"The only one can be taken, the only thing that can be taken is that the traffic is okay, and the three rings are on the side."
